nama_produk,kategori,username,rating,ulasan,tanggal,ulasan_bersih,sentimen,panjang_ulasan
Mireya Blouse Rayon,baju,B***l,4,Bahanya adem sih gak terlalu tebal wortit lah harga segitu bagus,3 bulan lalu,bahanya adem sih gak terlalu tebal wortit lah harga segitu bagus,positif,11
Mireya Blouse Rayon,baju,C***l,4,Dari segi bahan lumayan bagus tapi di bagian tangan pas saya pake ngatung banget,3 bulan lalu,dari segi bahan lumayan bagus tapi di bagian tangan pas saya pake ngatung banget,positif,14
Mireya Blouse Rayon,baju,G***d,4,Kualitas produk: bajunya baguuss bahan nya juga halus realpick,2 bulan lalu,kualitas produk bajunya baguuss bahan nya juga halus realpick,positif,9
Mireya Blouse Rayon,baju,V***s,4,Nice Bahan bagus Sesuai Tp mnrtku bb 40 ukuran L kurang gede Aku beli 2 sek satune mau tak ganti xl udah ga bisa,2 bulan lalu,nice bahan bagus sesuai tp mnrtku bb ukuran l kurang gede aku beli sek satune mau tak ganti xl udah ga bisa,positif,22
Mireya Blouse Rayon,baju,D***h,3,"Banyak Bolong atau robek, kotor dan banyak benang yang gak rapih, ada tambalan bahan juga jdi agak beda warna.harap sebelum dikirim di cek kembali barangnya.",2 bulan lalu,banyak bolong atau robek kotor dan banyak benang yang gak rapih ada tambalan bahan juga jdi agak beda warnaharap sebelum dikirim di cek kembali barangnya,netral,25
Mireya Blouse Rayon,baju,T***S,3,Ukuran L kecil bgt kecewa kirain pas ternyata ngapret bgt kek ukuran S bahanya oke lah tpi ini ukuran kek anak TK 😭,3 bulan lalu,ukuran l kecil bgt kecewa kirain pas ternyata ngapret bgt kek ukuran s bahanya oke lah tpi ini ukuran kek anak tk,netral,22
Mireya Blouse Rayon,baju,E***w,3,"Kualitas produk: Lumayan lah Tapi aku liat2 kaya beda sama yg di waktu live, padahal aku kira bakal realpict gitu Terus ini benangnya semrawut dimana2 kaya ga di cek sebe...",1 bulan lalu,kualitas produk lumayan lah tapi aku liat kaya beda sama yg di waktu live padahal aku kira bakal realpict gitu terus ini benangnya semrawut dimana kaya ga di cek sebe,netral,30
Mireya Blouse Rayon,baju,J***q,3,"Harusnya bjunya bgus, tapi knp yg rijek dikirim ya kak",6 hari lalu,harusnya bjunya bgus tapi knp yg rijek dikirim ya kak,netral,10
Mireya Blouse Rayon,baju,A***r,3,"Kualitas produk: Bagus Barang sudah sampai dengan aman tapi saya kecewa karena barang tidak sesuai dengan yg saya pesan, saya pesannya yg ukuran XL tpi yg datang malah L,...",1 bulan lalu,kualitas produk bagus barang sudah sampai dengan aman tapi saya kecewa karena barang tidak sesuai dengan yg saya pesan saya pesannya yg ukuran xl tpi yg datang malah l,netral,29
Mireya Blouse Rayon,baju,Z***i,3,"Kurang memuaskn dri yg di live kan menurt aku,yg dilive kliatan ryony agk tebal dan jtoh bngt,umpk”ny tu bgus,, yg datng brang ringan",1 bulan lalu,kurang memuaskn dri yg di live kan menurt akuyg dilive kliatan ryony agk tebal dan jtoh bngtumpkny tu bgus yg datng brang ringan,netral,23
Mireya Blouse Rayon,baju,J***l,3,"Minta burgundy XL di kirim hitam L. Zonk sekali, udah nunggu lama banget. Kalau stock habis ya di konfirmasi dulu, jangan asal kirim. Mau returpun paketnya udah di bawa p...",2 bulan lalu,minta burgundy xl di kirim hitam l zonk sekali udah nunggu lama banget kalau stock habis ya di konfirmasi dulu jangan asal kirim mau returpun paketnya udah di bawa p,netral,30
Mireya Blouse Rayon,baju,R***h,2,"Kualitas produk: Bagus Sayang bahannya bagus tapi cutting nya jelek karena beda sebelah ini, sedih banget udah ditunggu tunggu barangnya pas di coba ternyata gak nyaman d...",3 minggu lalu,kualitas produk bagus sayang bahannya bagus tapi cutting nya jelek karena beda sebelah ini sedih banget udah ditunggu tunggu barangnya pas di coba ternyata gak nyaman d,negatif,27
Mireya Blouse Rayon,baju,H***d,2,"Bagus sih tp kenapa harus bolong sihh, jadinya jahat sendiri",2 bulan lalu,bagus sih tp kenapa harus bolong sihh jadinya jahat sendiri,negatif,10
Mireya Blouse Rayon,baju,u***y,2,Model bajunya bagus cuman jahitannya brudul semua bagian bawahnya brudul semua ahh jahitannya kurang pas kurang rapih kenapa aku di kirimin yg jahitannya udah brudul gini...,3 bulan lalu,model bajunya bagus cuman jahitannya brudul semua bagian bawahnya brudul semua ahh jahitannya kurang pas kurang rapih kenapa aku di kirimin yg jahitannya udah brudul gini,negatif,26
Mireya Blouse Rayon,baju,@***i,2,"Bahannya adem, tapi salah pilih size kekecilan bangettt 😭",3 bulan lalu,bahannya adem tapi salah pilih size kekecilan bangettt,negatif,8
Mireya Blouse Rayon,baju,Y***h,2,"tidak sesuai deskripsi, panjang nya hanya 50cm jadi gantung kalo di pake. tolong dong seller nya yg jujur. gini jadi mubazir beli gk kepake karna kependekan",3 bulan lalu,tidak sesuai deskripsi panjang nya hanya cm jadi gantung kalo di pake tolong dong seller nya yg jujur gini jadi mubazir beli gk kepake karna kependekan,negatif,26
Mireya Blouse Rayon,baju,J***g,2,Kualitas produk: Bahannya tipis bangett nerawang ga espek ukuran L sekecil ituu kecewa bangett,2 bulan lalu,kualitas produk bahannya tipis bangett nerawang ga espek ukuran l sekecil ituu kecewa bangett,negatif,14
Mireya Blouse Rayon,baju,F***t,2,Mengecewakan pesen warna blue yang dtng warna maron lain kali lebih teliti.,1 bulan lalu,mengecewakan pesen warna blue yang dtng warna maron lain kali lebih teliti,negatif,12
Mireya Blouse Rayon,baju,A***a,2,"Bahan enak adem, tapi aku pesennya kan warna mahogany knapa yang datengnya malah hitam,pengirimannya jugaa lama bangett🥹 Kualitas produk: Adem",3 bulan lalu,bahan enak adem tapi aku pesennya kan warna mahogany knapa yang datengnya malah hitampengirimannya jugaa lama bangett kualitas produk adem,negatif,20
Mireya Blouse Rayon,baju,J***f,2,untuk bajunya sangat bagus tapi kenapa saya beli UK XL yang dikirim UK L,2 bulan lalu,untuk bajunya sangat bagus tapi kenapa saya beli uk xl yang dikirim uk l,negatif,14
Mireya Blouse Rayon,baju,G***k,2,"sayang banget ada rijeknya padahal bagus bajunya,,maaf baru kasih ulasan ya",2 bulan lalu,sayang banget ada rijeknya padahal bagus bajunyamaaf baru kasih ulasan ya,negatif,11
Mireya Blouse Rayon,baju,Z***r,2,"agak kecewa sih , bukan mahogany lebih ke coffe..",2 bulan lalu,agak kecewa sih bukan mahogany lebih ke coffe,negatif,8
Mireya Blouse Rayon,baju,B***s,2,Kependekan di aku padahal udah pesen ukuran L,1 bulan lalu,kependekan di aku padahal udah pesen ukuran l,negatif,8
Mireya Blouse Rayon,baju,R***c,2,bxjvkvkvkvkvkckcjvskvksvskvsjvskvskv,2 bulan lalu,bxjvkvkvkvkvkckcjvskvksvskvsjvskvskv,negatif,1
Mireya Blouse Rayon,baju,M***c,2,jahitan ga rapi,1 bulan lalu,jahitan ga rapi,negatif,3
Mireya Blouse Rayon,baju,T***t,2,ini gimna ya ka kok yg dateng beda,3 bulan lalu,ini gimna ya ka kok yg dateng beda,negatif,8
Mireya Blouse Rayon,baju,C***h,2,Aku pesen putih di kirim pink,1 bulan lalu,aku pesen putih di kirim pink,negatif,6
Mireya Blouse Rayon,baju,D***r,2,Kualitas produk: Lumayan tpi sayang masa sis XL ngga muat kecil,3 bulan lalu,kualitas produk lumayan tpi sayang masa sis xl ngga muat kecil,negatif,11
Mireya Blouse Rayon,baju,T***m,2,Tipis banget bahannya dan cutting an nya nggak sama kayak di live :(,2 bulan lalu,tipis banget bahannya dan cutting an nya nggak sama kayak di live,negatif,12
Mireya Blouse Rayon,baju,T***o,2,Bahan rayonnya ga sesuai waktu di live pdhl ini sudah yg bagus di etalasenya tp ga sesuai di live,4 minggu lalu,bahan rayonnya ga sesuai waktu di live pdhl ini sudah yg bagus di etalasenya tp ga sesuai di live,negatif,19
Mireya Blouse Rayon,baju,J***j,2,"produk bau tidak sedap, lecek, dan pengiriman lama",2 bulan lalu,produk bau tidak sedap lecek dan pengiriman lama,negatif,8
Mireya Blouse Rayon,baju,U***t,2,Tidak seusai dengan iklan bajunya jelek jaitan tidak rapi,3 minggu lalu,tidak seusai dengan iklan bajunya jelek jaitan tidak rapi,negatif,9
Mireya Blouse Rayon,baju,P***f,2,"Pesen warna burgendy yang dateng warna Mahogany, alhasil punya 2 deh warna Mahogany",3 minggu lalu,pesen warna burgendy yang dateng warna mahogany alhasil punya deh warna mahogany,negatif,12
Mireya Blouse Rayon,baju,E***k,2,XL nya kok kecil bgt ya kayak ukuran x😭😭😭😭,1 bulan lalu,xl nya kok kecil bgt ya kayak ukuran x,negatif,9
Mireya Blouse Rayon,baju,X***e,2,TIDAK SESUAUI !!! PESEN WARNA APA KIRIM WAENA APA !!,2 bulan lalu,tidak sesuaui pesen warna apa kirim waena apa,negatif,8
Mireya Blouse Rayon,baju,G***c,2,BAJUNYA BOLONG! next time klo mau kirim di cek dlu dong,2 bulan lalu,bajunya bolong next time klo mau kirim di cek dlu dong,negatif,11
Mireya Blouse Rayon,baju,X***p,2,Kualitas produk: Ridak rapih benang² amburadul,2 bulan lalu,kualitas produk ridak rapih benang amburadul,negatif,6
Mireya Blouse Rayon,baju,U***v,2,"Ga sesuai dengan yang di deskripsiii kan, jahitan nya kurang rapi",1 bulan lalu,ga sesuai dengan yang di deskripsiii kan jahitan nya kurang rapi,negatif,11
Mireya Blouse Rayon,baju,U***a,2,aku pesen yg kedua kali ko bahannya gini ya kaya bukan bahan rayonn😭,3 bulan lalu,aku pesen yg kedua kali ko bahannya gini ya kaya bukan bahan rayonn,negatif,13
Mireya Blouse Rayon,baju,B***k,2,Minta uk xl yang dikirim L aduhhhhh mana pas unboxing ga di vidiooo jdi susah buat di return,2 minggu lalu,minta uk xl yang dikirim l aduhhhhh mana pas unboxing ga di vidiooo jdi susah buat di return,negatif,18
Mireya Blouse Rayon,baju,F***o,2,pas di cuci luntur padahal bagus tapi sayang,1 bulan lalu,pas di cuci luntur padahal bagus tapi sayang,negatif,8
Mireya Blouse Rayon,baju,G***e,2,Yng dikirim UK XL sya beli L jadi kebesaran,1 minggu lalu,yng dikirim uk xl sya beli l jadi kebesaran,negatif,9
Mireya Blouse Rayon,baju,C***i,2,ukurannya ga sesuai sama di live kekecilan,1 bulan lalu,ukurannya ga sesuai sama di live kekecilan,negatif,7
Mireya Blouse Rayon,baju,B***i,2,Tipis trs pendek bnr 😩😩😩,3 bulan lalu,tipis trs pendek bnr,negatif,4
Mireya Blouse Rayon,baju,W***p,2,LUNTUR PAS DI CUCI!,1 bulan lalu,luntur pas di cuci,negatif,4
Mireya Blouse Rayon,baju,J***z,2,Kasar kainnya,3 minggu lalu,kasar kainnya,negatif,2
Mireya Blouse Rayon,baju,E***a,2,XL kecil,2 bulan lalu,xl kecil,negatif,2
Mireya Blouse Rayon,baju,H***w,2,terlalu kekecilan tidak sesuai d ngan deskripsi,2 bulan lalu,terlalu kekecilan tidak sesuai d ngan deskripsi,negatif,7
Mireya Blouse Rayon,baju,J***n,1,"di bagian lehernya terlalu kecil ,jadi nyekik pengap kalau d pake ukuran l tapi kaya ukuran s kecil , jahitan juga kurang rapi ada yang gak ke obras sama benang nya...",2 bulan lalu,di bagian lehernya terlalu kecil jadi nyekik pengap kalau d pake ukuran l tapi kaya ukuran s kecil jahitan juga kurang rapi ada yang gak ke obras sama benang nya,negatif,30
Mireya Blouse Rayon,baju,M***m,1,Kualitas produk: Apaan sih ini knpa baju nya sobek gini . jangan beli disini deh penjual ga amanah bgt nyesel beli disini,3 bulan lalu,kualitas produk apaan sih ini knpa baju nya sobek gini jangan beli disini deh penjual ga amanah bgt nyesel beli disini,negatif,21
Mireya Blouse Rayon,baju,a***6,1,"pesen warna Mahogany malah dikirim caramel, ga bngt deh kapok",3 bulan lalu,pesen warna mahogany malah dikirim caramel ga bngt deh kapok,negatif,10
Mireya Blouse Rayon,baju,d***s,1,"Ga sesuaii bener warna hitam nya pekat tapii ga sesuai kyaa di live,di live karet bajunya bagus pas Dateng jelek bangett,kecewaa sihhh maaf yaa Bintang 1,udah co di eta 1...",3 bulan lalu,ga sesuaii bener warna hitam nya pekat tapii ga sesuai kyaa di livedi live karet bajunya bagus pas dateng jelek bangettkecewaa sihhh maaf yaa bintang udah co di eta,negatif,29
Mireya Blouse Rayon,baju,L***h,1,Waktu diterima ada bagian yg TIDAK TERJAHIT dan lebih dari 1 tempat ada baiknya dicek dulu sebelum dikirim ke konsumen,1 hari lalu,waktu diterima ada bagian yg tidak terjahit dan lebih dari tempat ada baiknya dicek dulu sebelum dikirim ke konsumen,negatif,19
Mireya Blouse Rayon,baju,G***b,1,"beli yang kdua klinya krna yang pertama beli bagus tapi yang ini ko bolong ya, tolong lebih di perhatiin lagi!",1 bulan lalu,beli yang kdua klinya krna yang pertama beli bagus tapi yang ini ko bolong ya tolong lebih di perhatiin lagi,negatif,20
Mireya Blouse Rayon,baju,R***x,1,Kecewaaaa yang datang malah bedaaaaa,2 bulan lalu,kecewaaaa yang datang malah bedaaaaa,negatif,5
Mireya Blouse Rayon,baju,A***r,1,Bajunya bolongggg! Barang rijek jangan di jual! yang bener klo jualan!!!,1 bulan lalu,bajunya bolongggg barang rijek jangan di jual yang bener klo jualan,negatif,11
Mireya Blouse Rayon,baju,G***p,1,"apa ni !!?! klw jualan yg niat, cek dlu kualitas nya. blm selesai d jahit udh d krim😡",1 bulan lalu,apa ni klw jualan yg niat cek dlu kualitas nya blm selesai d jahit udh d krim,negatif,17
Mireya Blouse Rayon,baju,F***z,1,"Baju bolong,mau return males Kualitas produk: Buruk",3 bulan lalu,baju bolongmau return males kualitas produk buruk,negatif,7
Mireya Blouse Rayon,baju,C***t,1,Ga sesuai pesen mireya blouse masa di kirim nya kemeja salur!,1 bulan lalu,ga sesuai pesen mireya blouse masa di kirim nya kemeja salur,negatif,11
Mireya Blouse Rayon,baju,R***l,1,"Yg dipesen model serut” ,dikirim yg kancing” ,anehh",3 minggu lalu,yg dipesen model serut dikirim yg kancing anehh,negatif,8
Mireya Blouse Rayon,baju,E***z,1,Mesen warna maron datang warna hitam udahh mah lama bgt po nya eh datang nya warna lain kecewa,2 bulan lalu,mesen warna maron datang warna hitam udahh mah lama bgt po nya eh datang nya warna lain kecewa,negatif,18
Mireya Blouse Rayon,baju,L***t,1,Gak kpke baju tipis cpt nopo dan sobek pas mau pesan saya udah hati hati banget dan udah BACA DESKRIPSIII !!! terus saya nanya kalo bb 50 tb 160 pake ukuran berapa? Terus...,1 bulan lalu,gak kpke baju tipis cpt nopo dan sobek pas mau pesan saya udah hati hati banget dan udah baca deskripsiii terus saya nanya kalo bb tb pake ukuran berapa terus,negatif,30
Mireya Blouse Rayon,baju,H***t,1,Ga sesuai dengan yg di live kan pas di live kerutannya rapi kecil” ternyata ini gede” dan yagitu daaa kecewa bgt😭,2 bulan lalu,ga sesuai dengan yg di live kan pas di live kerutannya rapi kecil ternyata ini gede dan yagitu daaa kecewa bgt,negatif,21
Mireya Blouse Rayon,baju,Q***m,1,Tidak sesuai warna pesan frapucino dateng nya beda warna,2 minggu lalu,tidak sesuai warna pesan frapucino dateng nya beda warna,negatif,9
Mireya Blouse Rayon,baju,U***u,1,bahus si cuma yang xl di bagian lengannya terlalu kecel buat bb 65an,3 bulan lalu,bahus si cuma yang xl di bagian lengannya terlalu kecel buat bb an,negatif,13
Mireya Blouse Rayon,baju,J***p,1,"kependekan kak, padahal uda tanya berkali"" kata host live bb 50 tb 149 ukuran L tapi malah kependekan, jadi kayak croptop 😿",1 minggu lalu,kependekan kak padahal uda tanya berkali kata host live bb tb ukuran l tapi malah kependekan jadi kayak croptop,negatif,19
Mireya Blouse Rayon,baju,F***u,1,Ga sesuaii belinya bkn inj to dikirimnya baju begini,4 minggu lalu,ga sesuaii belinya bkn inj to dikirimnya baju begini,negatif,9
Mireya Blouse Rayon,baju,U***s,1,"Kualitas produk: Apan si jlk baju nyah dateng lecek banget rugi kirain masuk xl 90 bohong buang""duit ajah",2 bulan lalu,kualitas produk apan si jlk baju nyah dateng lecek banget rugi kirain masuk xl bohong buangduit ajah,negatif,17
Mireya Blouse Rayon,baju,r***a,1,Baju nya ga sesuai gambar kecewa sekali saya beli disni,3 bulan lalu,baju nya ga sesuai gambar kecewa sekali saya beli disni,negatif,10
Mireya Blouse Rayon,baju,L****,1,"Kecewa , bahan tipis mudah kusut . Jahitan Masi ada benang yg keluar",3 bulan lalu,kecewa bahan tipis mudah kusut jahitan masi ada benang yg keluar,negatif,11
Mireya Blouse Rayon,baju,T***S,1,Bahannya sesuai yang saya inginkan bagus kainnya radak tipis sesuai lah dengan harga segitu,3 bulan lalu,bahannya sesuai yang saya inginkan bagus kainnya radak tipis sesuai lah dengan harga segitu,negatif,14
Mireya Blouse Rayon,baju,I***s,1,pesan ukuran xl yang dikirim malah ukur l,2 minggu lalu,pesan ukuran xl yang dikirim malah ukur l,negatif,8
Mireya Blouse Rayon,baju,R***a,1,Kecewa ga sesuai warnaa,3 bulan lalu,kecewa ga sesuai warnaa,negatif,4
Mireya Blouse Rayon,baju,I****,1,D pesan 2 tpi yang dtng cumn satu,3 bulan lalu,d pesan tpi yang dtng cumn satu,negatif,7
Mireya Blouse Rayon,baju,M***e,1,Jahitannya kurang bagus,1 bulan lalu,jahitannya kurang bagus,negatif,3
Mireya Blouse Rayon,baju,d***2,1,Jelekkkk,3 bulan lalu,jelekkkk,negatif,1
Mireya Blouse Rayon,baju,Z***j,1,Ih kok ginih🥲🥲,2 bulan lalu,ih kok ginih,negatif,3
Mireya Blouse Rayon,baju,Z***p,1,Tidak sesuai warna,3 minggu lalu,tidak sesuai warna,negatif,3
Mireya Blouse Rayon,baju,G***b,1,"SAYA PESAN BAJU APA DIKIRIM APA, SUDAH DIJELASKAN BUKAN MINTA MAAF TAPI BLOKIR AKUN SAYA, KURANG AJAR ADMIN NYA.",1 bulan lalu,saya pesan baju apa dikirim apa sudah dijelaskan bukan minta maaf tapi blokir akun saya kurang ajar admin nya,negatif,19
Mireya Blouse Rayon,baju,K***d,1,"Jangan pesan disini ges, tokonya nggak amanah, dipesan 2 dikirim 1 anjing banget lu kalo mau jualan amanah lah",2 bulan lalu,jangan pesan disini ges tokonya nggak amanah dipesan dikirim anjing banget lu kalo mau jualan amanah lah,negatif,17
Mireya Blouse Rayon,baju,P***h,1,"Sangat mengecewakan,, jelek Skali,,bhnya tipis jelek,,jaitan kasar ,asal"" tokonya TDK amanah,buat lap kompor aja",1 bulan lalu,sangat mengecewakan jelek skalibhnya tipis jelekjaitan kasar asal tokonya tdk amanahbuat lap kompor aja,negatif,14
Mireya Blouse Rayon,baju,Q***h,1,Kecewaaa polll!!!!!!!! Bahan tidak sesuai ukuran terlalu kecil kaya anakk²pdhl dulu pertama belii bagussss sesuai Lo Iki malahhh burikk bgttt,1 bulan lalu,kecewaaa polll bahan tidak sesuai ukuran terlalu kecil kaya anakkpdhl dulu pertama belii bagussss sesuai lo iki malahhh burikk bgttt,negatif,20
Mireya Blouse Rayon,baju,X***f,1,Kecewa ga sesuai warnanya aku pesan warna caramel tpi yg sampe mala warna merah😠😤😤😤,1 bulan lalu,kecewa ga sesuai warnanya aku pesan warna caramel tpi yg sampe mala warna merah,negatif,14
Mireya Blouse Rayon,baju,X***l,1,brangnya gak sesuai sma yg di live kecewa beraaattt Kualitas produk: tidak sesuai,1 bulan lalu,brangnya gak sesuai sma yg di live kecewa beraaattt kualitas produk tidak sesuai,negatif,13
Mireya Blouse Rayon,baju,P***w,1,produk tidak sesuai sma yg di live Kualitas produk: tidak sesuai,1 bulan lalu,produk tidak sesuai sma yg di live kualitas produk tidak sesuai,negatif,11
Mireya Blouse Rayon,baju,X***x,1,harusnya bisa tukar ukuran atau pengembalian dana sangat amat tidak rekomend,3 minggu lalu,harusnya bisa tukar ukuran atau pengembalian dana sangat amat tidak rekomend,negatif,11
Mireya Blouse Rayon,baju,O***e,1,"Jelek sumpah ga sesuai yg di live bahannya bagus jatoh,ini ngga",3 bulan lalu,jelek sumpah ga sesuai yg di live bahannya bagus jatohini ngga,negatif,11
Mireya Blouse Rayon,baju,M***d,1,Udah ambil xl taunya kecil bnget di bb 55 Jahitan ga rapi,2 bulan lalu,udah ambil xl taunya kecil bnget di bb jahitan ga rapi,negatif,11
Mireya Blouse Rayon,baju,V***x,1,"Barang tidak sesuai pas di live,,,minta tiga warna malah dikasih satu warna toko ga amanah😣",1 bulan lalu,barang tidak sesuai pas di liveminta tiga warna malah dikasih satu warna toko ga amanah,negatif,15
Mireya Blouse Rayon,baju,O***m,1,Kecewa bahan tidak sama Seperti yang dibicarakan bahanya panas Nerawang🤦‍♀️🤦‍♀️,1 bulan lalu,kecewa bahan tidak sama seperti yang dibicarakan bahanya panas nerawang,negatif,10
Mireya Blouse Rayon,baju,G***d,1,"bahan tidak sesuai dengan yg di co,saya memilih bahan rayon yg di kerim lain tidak rayon",2 bulan lalu,bahan tidak sesuai dengan yg di cosaya memilih bahan rayon yg di kerim lain tidak rayon,negatif,16
Mireya Blouse Rayon,baju,U***i,1,Bahan rapuh dijual baru dipakai sudah robek Gak amanah tidak sesuai bahan nya Kecewa berat pokoknya,4 minggu lalu,bahan rapuh dijual baru dipakai sudah robek gak amanah tidak sesuai bahan nya kecewa berat pokoknya,negatif,16
Mireya Blouse Rayon,baju,R***y,1,Jujur ya dengan harga segitu bajunya terlalu jelek menurutku kapok dehh nggk sesuai live nya,4 minggu lalu,jujur ya dengan harga segitu bajunya terlalu jelek menurutku kapok dehh nggk sesuai live nya,negatif,15
Mireya Blouse Rayon,baju,Q***h,1,Kekecilan tidak bisa dipakai Tidak sesuai deskripsi ukurannya Buang buang duit,3 minggu lalu,kekecilan tidak bisa dipakai tidak sesuai deskripsi ukurannya buang buang duit,negatif,11
Mireya Blouse Rayon,baju,W***b,1,Baju ny dk sesuai dasar ny tidak sesuai sma yg di live,2 bulan lalu,baju ny dk sesuai dasar ny tidak sesuai sma yg di live,negatif,12
Kaos Distro Simple 2pcs,baju,C***i,5,Kualitas produk: Oke Alhamdulilah udah sampe paket nya udah dateng kedua kali beli disini bahan lebih tebal dan lebih besar ukuran nya jadi muat di suami aku harga juga s...,8 bulan lalu,kualitas produk oke alhamdulilah udah sampe paket nya udah dateng kedua kali beli disini bahan lebih tebal dan lebih besar ukuran nya jadi muat di suami aku harga juga s,positif,30
Kaos Distro Simple 2pcs,baju,L***j,5,"Maasyaallah bagus banget bajunya bahannya juga adem, suami sya syukaa malah suruh co lagi😄, next say co lagi thank you kaka😇😇😇",5 bulan lalu,maasyaallah bagus banget bajunya bahannya juga adem suami sya syukaa malah suruh co lagi next say co lagi thank you kaka,positif,21
Kaos Distro Simple 2pcs,baju,H***r,5,"Bahan halus, kualitas terbaik next order lagi",2 bulan lalu,bahan halus kualitas terbaik next order lagi,positif,7
Kaos Distro Simple 2pcs,baju,A***,5,"GK nyangka harga murah dpt sebagus ini bahan tebal jahitan rapi, ukuran pas BB 80 XXL, nanti beli lagi.. OK banget",Lebih dari 1 tahun lalu,gk nyangka harga murah dpt sebagus ini bahan tebal jahitan rapi ukuran pas bb xxl nanti beli lagi ok banget,positif,20
Kaos Distro Simple 2pcs,baju,T***S,5,"Bgus banget bajunya nyaman dipake udh beli beberapa kali disini, buat di jual lgi juga untung",Lebih dari 1 tahun lalu,bgus banget bajunya nyaman dipake udh beli beberapa kali disini buat di jual lgi juga untung,positif,16
Kaos Distro Simple 2pcs,baju,V***m,5,"Warna Dikirim Sesuai keinginan, dpt yg emboz smua, bagus untuk harga sgitu, pengiriman cpat.",Lebih dari 1 tahun lalu,warna dikirim sesuai keinginan dpt yg emboz smua bagus untuk harga sgitu pengiriman cpat,positif,14
Kaos Distro Simple 2pcs,baju,Q***v,5,"MasyaAllah paketnya udah sampai,baru kemarin pesennya.toko nya amanah bgt,dengan harga 57 ribu dapat 2 kaos yg bahannya tebal halus banget.Terima kasih,jualan amanah insh...",11 bulan lalu,masyaallah paketnya udah sampaibaru kemarin pesennyatoko nya amanah bgtdengan harga ribu dapat kaos yg bahannya tebal halus bangetterima kasihjualan amanah insh,positif,21
Kaos Distro Simple 2pcs,baju,R***p,5,"Paket sudah datang dengan aman dan rapi, bagus bgt bahannya adem halus, makasih ya tokonya amanah bgt. Nekt order lagi",11 bulan lalu,paket sudah datang dengan aman dan rapi bagus bgt bahannya adem halus makasih ya tokonya amanah bgt nekt order lagi,positif,20
Kaos Distro Simple 2pcs,baju,Z***z,5,"Barang sudah sampai, bahan bagus & sesuai pesanan Mantap deh pokoknya👍👍",Lebih dari 1 tahun lalu,barang sudah sampai bahan bagus sesuai pesanan mantap deh pokoknya,positif,10
Kaos Distro Simple 2pcs,baju,Q***v,5,Bahan bagus warna oke alhamdulilah ukuran nya pas buat suami harga juga sangat terjangkau thanks seller,Lebih dari 1 tahun lalu,bahan bagus warna oke alhamdulilah ukuran nya pas buat suami harga juga sangat terjangkau thanks seller,positif,16
Kaos Distro Simple 2pcs,baju,T***S,5,"kaosnya bagus aku kira bahannya kaya yang panas dipake gitu tapi engga woy, bahannya malah adem dan lembut, best pokoknya modelnya juga okee, jangan ragu yang mau belle",Lebih dari 1 tahun lalu,kaosnya bagus aku kira bahannya kaya yang panas dipake gitu tapi engga woy bahannya malah adem dan lembut best pokoknya modelnya juga okee jangan ragu yang mau belle,positif,28
Kaos Distro Simple 2pcs,baju,i***9,5,Barang sesuai... Kain bagus dan adem lembut... Bisa request warna.... terimakasih sudah amanah kak.....kurir amanah sudah langganan sama mas kurir,Lebih dari 1 tahun lalu,barang sesuai kain bagus dan adem lembut bisa request warna terimakasih sudah amanah kakkurir amanah sudah langganan sama mas kurir,positif,20
Kaos Distro Simple 2pcs,baju,Y***n,5,Bahannya super bagus lembut adem. Suka bajget pokoknya Nggak kecewa beli di toko ini. Next mau order lagi.,Lebih dari 1 tahun lalu,bahannya super bagus lembut adem suka bajget pokoknya nggak kecewa beli di toko ini next mau order lagi,positif,18
Kaos Distro Simple 2pcs,baju,S***v,5,"Alhamdulillah barang nya udh nyampe, walaupun aga keu gedeaan tapi ga papa bisa ke pake Ama bapak nya",Lebih dari 1 tahun lalu,alhamdulillah barang nya udh nyampe walaupun aga keu gedeaan tapi ga papa bisa ke pake ama bapak nya,positif,18
Kaos Distro Simple 2pcs,baju,i***p,5,"Belum ada 24jam barang udah nyampe , Barangnya realpict bagus gak tipis setara dg harga. Ngak nyesel beli di toko ini amanah bgt penjualnya di kirim sesuai request hehe K...",Lebih dari 1 tahun lalu,belum ada jam barang udah nyampe barangnya realpict bagus gak tipis setara dg harga ngak nyesel beli di toko ini amanah bgt penjualnya di kirim sesuai request hehe k,positif,29
Kaos Distro Simple 2pcs,baju,A***t,5,Kualitas produk: Bagus Sesuai riques warna nya dan kainya agak tebal tidak nerawang. pkoknya amanah banget beli di toko ini tdak mengecewakan saya sangat puas beli d sini...,Lebih dari 1 tahun lalu,kualitas produk bagus sesuai riques warna nya dan kainya agak tebal tidak nerawang pkoknya amanah banget beli di toko ini tdak mengecewakan saya sangat puas beli d sini,positif,28
Kaos Distro Simple 2pcs,baju,P***w,5,"bagus , dg harga 50an dapat 2pcs dg kain yg adem , tidak tipis tidak tebal juga . jahitannya rapi . reques warna dan minta keduanya motif timbul . dan sesuai dongs . reko...",8 bulan lalu,bagus dg harga an dapat pcs dg kain yg adem tidak tipis tidak tebal juga jahitannya rapi reques warna dan minta keduanya motif timbul dan sesuai dongs reko,positif,28
Kaos Distro Simple 2pcs,baju,S***u,5,"Beneran bgus gk nyesel udah CO necx order lagi, BB 75 zise XL pas",5 bulan lalu,beneran bgus gk nyesel udah co necx order lagi bb zise xl pas,positif,13
